id,name,birth_year,birth_city,profession,bio_text,migration_status,migration_reasoning
1926,Бистрякова Валентина Никодимівна,1948.0,Київ,графік і живописець,"(29. 11. 1948, Київ) – графік і живописець. Член НСХУ (1984). Дружина В. Бистрякова. Закін. Київський художній інститут (1978; викл. В. Чебаник, А. Чебикін, В. Болдирев). Від 1998 – старший викладач Київ....",non_migrated,Graphic artist and painter born and working in Kyiv; career in Ukraine.
1927,Биховська Галина Михайлівна,1906.0,,співачка (сопрано),"(12(25). 12. 1906, м. Кам’янець-Подільський, нині Хмельн. обл. – ?) – співачка (сопрано), педагог. Закін. Київ. муз.-драм. інститут (1929; кл. О. Шперлінґа), Свердлов. консерваторію (нині Єкатеринбург, РФ, 1943;...",non_migrated,Singer born in Kamianets-Podilskyi; studied in Kyiv and Sverdlovsk (for study); career in Ukraine.
1928,Бицько Михайло,1952.0,"м. Гуменне, нині Словаччина",український художник у Словаччині,"(12. 10. 1952, м. Гуменне, нині Словаччина) – український художник у Словаччині. Доктор н. (1980). Закін. Пряшів. університет (1976). Викладав у худож. школі у Меджилаборцях (від 1977). Заснував Клуб...",migrated,Described as Ukrainian artist in Slovakia; born in Humenné (Slovakia) and spent career there as artist and cultural organizer; non-Soviet country.
1929,Бичваров Михаил,1946.0,с. Городнє Болград. р-ну Одес. обл.,поет,"(21. 11. 1946, с. Городнє Болград. р-ну Одес. обл.) – поет. Член СП Молдови та Болгарії. Пише болгар. мовою. Працював у Донбасі, Молдові, нині мешкає у м. Царева Левада (Болгарія). Автор кн. «Камък на...",migrated,Now lives in Tsareva Levada (Bulgaria); born in Odesa region but settled in Bulgaria; non-Soviet country.
1938,Біба Сергій Юрійович,1966.0,с. Кушниця Іршав. р-ну Закарп. обл.,живописець,"(19. 11. 1966, с. Кушниця Іршав. р-ну Закарп. обл.) – живописець. Заслужений художник України (2020).  Лауреат обл. премії у галузі образотвор. мистецтва ім. Й. Бокшая та А. Ерделі (2014). Член НСХУ (1995)....",non_migrated,Painter born and working in Zakarpattia; career in Ukraine.
1941,Бібик Галина Іванівна,1964.0,с. Велика Тур’я Долин. р-ну Івано-Фр. обл.,художниця,"(06. 01. 1964, с. Велика Тур’я Долин. р-ну Івано-Фр. обл.) – художниця. Член НСХУ (1995). Закін. Львів. інститут прикладного та декоративного мистецтва (1990; викл. Т. Драган, Т. Левків). Від 1992 працює на...",non_migrated,Artist who studied in Lviv and worked in Ukraine.
1944,Бібко Андрій Олександрович,1978.0,м. Миргород Полтавської обл.,художник декоративно-ужиткового мистецтва,"(25. 01. 1978, м. Миргород Полтавської обл.) — художник декоративно-ужиткового мистецтва, кераміст. Член НСХУ (2013). Закінчив Миргородський керамічний технікум (1996), архітектурний факультет...",non_migrated,Ceramicist who studied and works in Myrhorod; career in Ukraine.
1947,Бігун Ольга Альбертівна,1967.0,м. Калуш Івано-Франківської обл.,літературознавець,"(21. 05. 1967, м. Калуш Івано-Франківської обл.) — літературознавець. Доктор філологічних наук (2015), професор (2021). Закінчила Чернівецький університет (1998). Учителювала; від 2008 працює у...",non_migrated,Literary scholar who studied in Chernivtsi and works in Ivano-Frankivsk; career in Ukraine.
1950,Біднова Любов Євгенівна,1882.0,Одеса,публіцистка,"(псевд. і крипт.: Л. Жигмайло, Жиг-ло, Л. Ж-ло; 1882, Одеса – ?) – публіцистка, письменниця, громадська діячка. Дружина В. Біднова. З приїздом 1903 до Катеринослава (нині Дніпропетровськ) разом із...",non_migrated,Publicist and writer based in Katerynoslav/Dnipropetrovsk region; career in Ukraine.
1951,Бідноший Олексій Данилович,1957.0,Київ,живописець,"(14. 02. 1957, Київ) – живописець. Син та учень Д. Бідношия. Член НСХУ (2008). Закін. Респ. художню середню школу у Києві (1975; викл. О. Титова), Одес. художнє училище (1976; викл. Ю. Єгоров), Укр. полігр....",non_migrated,Painter born and working in Kyiv; career in Ukraine.
1956,Бізюк Геннадій Едуардович,1963.0,"м. Жданов, нині Маріуполь Донец. обл.",співак (баритон),"(17. 05. 1963, м. Жданов, нині Маріуполь Донец. обл.) – співак (баритон). Заслужений артист України (1992). Закін. Микол. відділ. Київ. інституту культури та мистецтв (1989). Від 1980 у складі матрос. естрад....",non_migrated,Singer born in Mariupol who worked in Ukrainian music institutions.
1958,Бійма Олег  Іванович,1949.0,Київ,кінорежисер,"(19. 04. 1949, Київ) – кінорежисер. Син І. Бійми. Член НСКінУ. Заслужений діяч мистецтв України (2000). Закін. Київ. інститут театр. мистецтва (1972; кл. В. Небери). Відтоді працює на студії «Укртелефільм»,...",non_migrated,Film director born and working in Kyiv; career in Ukraine.
1959,Біла Анна Вікторівна,1975.0,Донецьк,поетеса,"(12. 09. 1975, Донецьк) – поетеса, літературознавець. Кандидат філологічних наук (2000). Закін. Донец. університет (1997), де й працювала асист. каф. укр. літ-ри і фольклористики (1997–2001). Автор поет. зб....",non_migrated,Poet and literary scholar who studied and worked in Donetsk; career in Ukraine.
1962,Білан Костянтин Володимирович,1967.0,Львів,художник монументального ковальства,"(08. 01. 1967, Львів) – художник монументального ковальства. Член Спілки дизайнерів України (2002). Закін. Львів. АМ (1995; викл. О. Баньківський, С. Мороз, В. Шоломій). Працював 2000–04 викл. рисунку на каф....",non_migrated,Monumental blacksmith artist born and working in Lviv; career in Ukraine.
1963,Білан Галина Петрівна,1951.0,Київ,живописець,"(27. 05. 1951, Київ) – живописець. Дочка Н. Макарової та П. Білана. Член НСХУ (1980), СХ Ізраїлю (1991). Закін. Київський художній інститут (1976; майстерня В. Шаталіна). 1976–90 працювала в живопис. цеху...",migrated,Member of Artists Union of Israel (1991); emigrated from Kyiv to Israel after 1990.
1965,Біланіна Марія  Миколаївна,1927.0,"с. Синевирська Поляна, нині Міжгір. р-ну Закарп. обл.",живописець,"(30. 06. 1927, с. Синевирська Поляна, нині Міжгір. р-ну Закарп. обл.) – живописець. Навч. у Львів. інституті прикладного та декоративного мистецтва (1949 – 55; викл. І. Бокшай і Р. Сельський). Учасниця...",non_migrated,Painter who studied in Lviv and worked in Ukraine.
1966,Біланюк Дмитро Федорович,1953.0,"с. Мишин, нині Коломий. р-ну Івано-Фр. обл.",скрипаль,"(25. 11. 1953, с. Мишин, нині Коломий. р-ну Івано-Фр. обл.) – скрипаль, педагог. Лауреат респ. конкурсу «Троїсті музики» (Київ, 1970), 1-го і 2-го Всесоюз. фестивалів самодіял. худож. творчості (Київ, 2-а пол....",non_migrated,Violinist born in Ivano-Frankivsk region who taught and performed in Ukraine.
1968,Білаш Світлана Олексіївна,1963.0,"с. Балабанівка Оратів., нині Липовец. р-ну Вінн. обл.",живописець,"(31. 05. 1963, с. Балабанівка Оратів., нині Липовец. р-ну Вінн. обл.) – живописець, графік. Член НСХУ (1994). Бере участь у всеукр. виставках від 1993. Персон. виставки у Вінниці (1993–94) та Києві (2000, спільно з...",non_migrated,Painter born and working in Vinnytsia region; career in Ukraine.
1974,Білецька Світлана Анатоліївна,1963.0,Херсон,графік,"(26. 01. 1963, Херсон) – графік, живописець. Заслужений діяч мистецтв України (2025). Член НСХУ (2000). Закін. Крим. художнє училище (1982) та Одес. пед. інститут (1988; викл. П. Злочевський). Від 1982 – викладач...",non_migrated,Graphic artist who studied and works in Kherson; career in Ukraine.
1976,Білецька Наталка,1981.0,Миколаїв,поетеса,"(Наталія Олександрівна; 24. 12. 1981, Миколаїв) – поетеса. Член НСПУ (2003). Закін. Микол. університет (2004). У творчості експериментує з поєднанням різних лір. жанрів. Авторка зб. «З літопису...",non_migrated,Poet born and working in Mykolaiv; career in Ukraine.
1978,Білецький Ігор Вікентійович,1950.0,смт Стара Ушиця Кам’янець-Поділ. р-ну Хмельн. обл.,живописець,"(06. 07. 1950, смт Стара Ушиця Кам’янець-Поділ. р-ну Хмельн. обл.) – живописець, художник театру. Член НСХУ (1987), НСТДУ (1989). Закін. Київський художній інститут (1982; майстерня Д. Лідера). Від 1984 й донині...",non_migrated,Painter and theatre artist who studied in Kyiv and works there; career in Ukraine.
1986,Білий Дмитро Дмитрович,1967.0,м. Макіївка Донец. обл.,прозаїк,"(25. 07. 1967, м. Макіївка Донец. обл.) – прозаїк, літературознавець. Кандидат історичних наук (1993). Член літ. угруповання «OST». Закін. Донец. університет (1989), де й працював ст. викл.; від 1998 – нач. каф....",non_migrated,Prose writer and literary scholar who studied and worked at Donetsk University.
1989,Білик Мирослав Степанович,1948.0,"с. Оріховець Підволочиського, нині Тернопільського р-ну Тернопільської обл.",архітектор,"(11. 09. 1948, с. Оріховець Підволочиського, нині Тернопільського р-ну Тернопільської обл.) — архітектор. Доктор архітектури (1989), дійсний член Української академії архітектури (1998; від...",non_migrated,Architect who studied and works in Ukraine; career in Ukraine.
1993,Білик Ірина Миколаївна,1970.0,Київ,естрадна співачка,"(06. 04. 1970, Київ) – естрадна співачка. Народний артист України (2008). Орден «За заслуги» 3-го ступеня (2020). Лауреатка міжнар. фестивалю «Пісенний вернісаж. Нова українська хвиля» (1992). Володарка...",non_migrated,Pop singer born and working in Kyiv; career in Ukraine with international performance.
1994,Білик Микола Ілліч,1953.0,с. Топорівка Новоселиц. р-ну Чернів. обл.,скульптор,"(20. 05. 1953, с. Топорівка Новоселиц. р-ну Чернів. обл.) – скульптор. Чоловік Н. Борисенко. Академік НАМУ (2025). Народний художник України (2017). Член НСХУ (1985). Лауреат міжнар. бієнале «Львів–91». Закін....",non_migrated,Sculptor born in Chernivtsi region who studied and works in Ukraine.
1996,Білик Олександр Миколайович,1965.0,Луганськ,поет,"(01. 01. 1965, Луганськ) – поет, прозаїк. Член НСПУ (1997). Закін. Новосибір. вище військ.-політ. училище (1987) і Луган. пед. інститут (1990). Викладав у Луган. політехнікумі с. господарства, вчителював у...",non_migrated,Poet born in Luhansk who studied in Novosibirsk (for military school) and taught in Luhansk; career in Ukraine.
1997,Білик Павло Вікторович,1968.0,Київ,живописець,"(15. 11. 1968, Київ) – живописець. Син В. Білика. Член НСХУ (1999). Закін. Укр. АМ (1994; майстерня В. Шаталіна). Від 1988 – учасник респ., всеукраїнських та міжнародних художніх виставок. Працює в галузі...",non_migrated,Painter born and working in Kyiv; career in Ukraine.
2000,Білинська Квітослава Костянтинівна,1961.0,Львів,піаністка,"(17. 10. 1961, Львів) – піаністка. Закін. Львів. консерваторію (1983). Лауреат респ. конкурсу ім. М. Лисенка (1978, 2-а премія). Диплом міжнар. конкурсу «Стіфлуню Томассоні» в Кьольні (1986). Від 1990 працює ст....",non_migrated,Pianist born in Lviv who studied there and works at Lviv Conservatory.
2005,Білич Клавдія Михайлівна,1949.0,Київ,поетеса,"(14. 01. 1949, Київ) – поетеса. Член НСПУ (1995). Закін. Київський університет (1971). Працювала інж.-дослідником та н. с. у н.-д. установах Києва, від 1994 – викладач англ. мови на курсах «Інтерлінгва» у...",non_migrated,Poet born and working in Kyiv; career in Ukraine.
2008,Білобровський Олександр Григорович,1949.0,"с. Залиман Воронез. обл., РФ",живописець і графік,"(01. 11. 1949, с. Залиман Воронез. обл., РФ) – живописець і графік. Член НСХУ (1993). Закін. Укр. полігр. інститут у Львові (1983; викл. В. Бунов, В. Овчинников). Працював художником на підприємстві, від 1980...",non_migrated,Painter and graphic artist born in Voronezh region (Russia) but studied in Lviv and worked in Ukraine.
2011,Білогруд Ігор Михайлович,1916.0,"м. Ромни, нині Сум. обл.– 02. 03. 1992, Чикаґо",композитор,"(17. 12. 1916, м. Ромни, нині Сум. обл.– 02. 03. 1992, Чикаґо) – композитор, піаніст, педагог. Закін. Київську консерваторію (1941; викл. М. Недзведський, Л. Ревуцький, В. Пухальський, К. Михайлов). Муз. освіту...",migrated,Composer died in Chicago in 1992; graduated Kyiv Conservatory but settled in USA.
2012,Білогуб Віталій Данилович,1926.0,"м. Ніжин, нині Черніг. обл.",архітектор,"(27. 04. 1926, м. Ніжин, нині Черніг. обл.) – архітектор, художник. Батько О. Білогуба. Член НСАУ (1953). Канд. архітектури (1955), професор (1992). Закін. Харків. інж.-буд. інститут (1949). Відтоді працював...",non_migrated,Architect born in Nizhyn who studied in Kharkiv and worked in Ukraine throughout career.
2015,Білозір Оксана Володимирівна,1957.0,смт Смига Дубнів. р-ну Рівнен. обл.,естрадна співачка,"(30. 05. 1957, смт Смига Дубнів. р-ну Рівнен. обл.) – естрадна співачка. Народний артист України (1994). Народний депутат України (від 2002). Закін. Львів. консерваторію (1986; кл. хорового диригування, викл....",non_migrated,Pop singer born in Rivne region who studied in Lviv and works in Ukraine; became MP.
2016,Білозуб Олександр Сергійович,1961.0,с. Стовп’яги Переяслав-Хмельн. р-ну Київ. обл.,художник,"(18. 08. 1961, с. Стовп’яги Переяслав-Хмельн. р-ну Київ. обл.) – художник, актор, режисер. Народний артист України (2021). Заслужений діяч мистецтв України (2011). Закін. Київ. худож.-пром. технікум (1980),...",non_migrated,Artist and director born in Kyiv region who studied and works in Ukraine.
2032,Білоус Володимир Олексійович,1944.0,с. Покровка Кіровогр. р-ну Кіровогр. обл.,живописець,"(25. 05. 1944, с. Покровка Кіровогр. р-ну Кіровогр. обл.) – живописець. Заслужений діяч мистецтв України (1998). Член НСХУ (1988). Закін. Київський художній інститут (1978; майстерня В. Пузиркова). Працював...",non_migrated,Painter born in Kirovohrad region who studied and worked in Ukraine.
2035,Білоус Дмитро Максимович,1941.0,м. Котовськ Одес. обл.,диригент,"(30. 11. 1941, м. Котовськ Одес. обл.) – диригент. Заслужений артист УРСР (1975). Закін. Київське музичне училище ім. Р. Ґлієра (1959). У 1959–67 – зав. муз. частини Кіровогр., 1967–72 та від 1990 – Черніг., 1972–90 –...",non_migrated,Conductor who worked in Ukrainian theatres throughout career.
2036,Білоус Петро Васильович,1953.0,с. Никонівка Бердичів. р-ну Житомир. обл.,літературознавець,"(13. 10. 1953, с. Никонівка Бердичів. р-ну Житомир. обл.) – літературознавець, фольклорист, поет. Доктор філологічних наук (1998). Закін. Житомир. пед. інститут (1975), де відтоді й працює (нині...",non_migrated,Literary scholar born in Zhytomyr region who studied and has taught at Zhytomyr Pedagogical Institute since 1975.
2038,Білоусов Євген  Васильович,1952.0,Москва,дитячий письменник,"(27. 11. 1952, Москва) – дитячий письменник. Член СП АР Крим (1996, від 1997 – керівник секції дит. літ-ри). Диплом Всеукр. конкурсу «Мистецтво книги України» (Київ, 1997) та премія АР Крим (1998) за книжк....",non_migrated,Children's writer who worked in Crimea; career in Ukraine.
2039,Білоцерківець Наталка,1954.0,с. Куянівка Білопіл. р-ну Сум. обл.,поетеса,"(Наталія Геннадіївна; 08. 11. 1954, с. Куянівка Білопіл. р-ну Сум. обл.) – поетеса, літературний критик. Член НСПУ (1977), АУП (1997). Лауреат Держ. премії Грузії ім. В. Маяковського (1982). Закін. Київський...",non_migrated,Poet and literary critic born in Sumy region who studied and worked in Kyiv.
2041,Білошапкін Анатолій  Олексійович,1945.0,"с. Великий Улуй, нині Краснояр. краю, РФ",скрипаль,"(02. 07. 1945, с. Великий Улуй, нині Краснояр. краю, РФ) – скрипаль. Заслужений артист України (1995). Закін. Муз. училище ім. М. Лисенка (1964, Кривий Ріг). Від 1964 проходив службу у військ. ансамблях. Від 1988...",non_migrated,Violinist born in Krasnoyarsk region (Russia) who studied in Ukraine and worked in Ukraine from 1988.
2045,Більченко Валерій  Миколайович,1959.0,м. Кривий Ріг Дніпроп. обл.,режисер,"(09. 03. 1959, м. Кривий Ріг Дніпроп. обл.) – режисер, актор. Навч. у Дніпроп. театр. училищі (1978–79), Ярослав. театр. училищі, закін. режисер. відділ. Інституту театр. мистецтва (Москва, 1987; викл. М....",non_migrated,Director and actor born in Kryvyi Rih who studied in Ukraine and Russia (for study) and worked in Ukraine.
2048,Біляк Ігор Володимирович,1959.0,Київ,художник кіно,"(06. 09. 1959, Київ) – художник кіно. Син В. Біляка. Член НСХУ (1994). Закін. Київський художній інститут (1984; викл. В. Пузирков, Д. Лідер, О. Бобровников, А. Кириченко). Працював декоратором (від 1984),...",non_migrated,Cinema artist born and working in Kyiv; career in Ukraine.
2049,Білялов Білял Шевкович,1962.0,Ташкент,актор,"(30. 12. 1962, Ташкент) – актор, режисер, сценарист. З походження крим. татарин. Закін. Ташкент. театр.-худож. інститут (1984), Всерос. інститут мистецтв (Москва, 1992). Працював кер. драмгуртка (1982–84),...",non_migrated,Crimean Tatar actor born in Tashkent who studied there and in Moscow then settled and worked in Crimea/Ukraine.
2051,Біляцька Валентина Петрівна,1959.0,"с. Звонецьке Солонянського, нині Дніпровського р-ну Дніпропетровської обл.",літературознавець,"(05. 11. 1959, с. Звонецьке Солонянського, нині Дніпровського р-ну Дніпропетровської обл.) — літературознавець. Доктор філологічних наук (2017). Закінчила Полтавський педагогічний інститут (1981)....",non_migrated,Literary scholar who studied in Poltava and works in Dnipropetrovsk; career in Ukraine.
2054,Бінкевич Олексій  Станіславович,1943.0,"м. Джамбул, нині Казахстан",поет,"(15. 11. 1943, м. Джамбул, нині Казахстан) – поет, перекладач. Член НСПУ (1992). Закін. Самбір. статист. технікум (1961). Працював у статист. упр. Харків. обл. (1961–67), економістом та інж. на підприємствах...",non_migrated,Poet born in Dzhambul (Kazakhstan) who studied and worked in Kharkiv; career in Ukraine.
2057,Бірчанський Фелікс Еммануїлович,1948.0,Дніпропетровськ,художник декоративно-ужиткового мистецтва,"(31. 01. 1948, Дніпропетровськ) – художник декоративно-ужиткового мистецтва. Член НСХУ (1991). Закін. Харків. худож.-пром. інститут (1977; викл. Б. Косарев, А. Константинопольський, Й. Карась). Від 1966...",non_migrated,Applied arts artist born and working in Dnipropetrovsk; career in Ukraine.
2058,Бірюков Віктор Дмитрович,1898.0,,живописець,"(22. 01(03. 02). 1898, м. В’ятка, Росія – ?) – живописець, графік. Навч. у Ростов. худож. училищі (1923– 25). Учасник виставок від 1918. У 1931–41 – оформлювач дит. книжок, зокрема «Дедушка Мазай и зайцы» М....",non_migrated,Painter born in Vyatka (Russia) who worked in Ukraine from 1931.
2063,Бірюльов Юрій Олександрович,1952.0,Софія,мистецтвознавець,"(21. 08. 1952, Софія) – мистецтвознавець. Кандидат мистецтвознавства (1986). Член НСХУ (1989). Закінчив Львівський університет (1975). Працював старшим науковим співробітником Львівської картинної...",non_migrated,Art scholar born in Sofia who studied in Lviv and worked at Lviv art institutions throughout career.
2066,Бічуков Анатолій Андрійович,1934.0,"м. Сталіно, нині Донецьк",скульптор,"(24. 05. 1934, м. Сталіно, нині Донецьк) – скульптор, живописець, графік. Народний художник РФ (1981). Акад. Рос. АМ, її віце-президент і академік-секр. Член СХ Росії (1967). Лауреат премії ім. С. Єсеніна (2002)....",internal_transfer,Voluntarily moved to Russia; became Narodny Khudozhnyk RF (1981); academician and vice-president of Russian Academy of Arts; career entirely in Russia.
2067,Бічуя Ніна Леонідівна,1937.0,Київ,письменниця,"(24. 08. 1937, Київ) – письменниця. Член НСПУ (1969). Орден княгині Ольги 3-го ступеня (2019). Закін. Львівський університет (1958). Працювала у ред. львів. газет, зав. літ. частини Львів. ТЮГу ім. М. Горького...",non_migrated,Writer born in Kyiv who studied in Lviv and worked in Ukrainian publications and theatres.
2072,Благой Олександр Миколайович,1948.0,смт Бабаї Харків. р-ну Харків. обл.,співак (бас),"(03. 08. 1948, смт Бабаї Харків. р-ну Харків. обл.) – співак (бас). Народний артист УРСР (1989). Закін. Харків. інститут мистецтв (1974). Працював від 1967 арт. хору опер. студії. Від 1969 – концертмейстер каф....",non_migrated,Singer born in Kharkiv region who studied and worked in Ukrainian opera.
2073,Блаженко Микола Зіновійович,1965.0,"м. Новосибірськ, РФ",співак (баритон),"(30. 07. 1965, м. Новосибірськ, РФ) — співак (баритон), актор, хормейстер. Заслужений артист України (2015). Лауреат 2-го Міжнародного конкурсу оперних співаків імені С. Крушельницької (Львів, 1994),...",non_migrated,Singer born in Novosibirsk (Russia) who studied in Lviv and worked in Ukrainian theatres.
2076,Блажков Микола Васильович,1898.0,Одеса,скульптор,"(20. 05. 1898, Одеса – ?) – скульптор. Навч. в Інституті підвищення кваліфікації художників (Москва, 1935–36) та студії образотвор. мистецтва «Всекохудожник» (1934– 40; викл. Г. Нерода і Б. Яковлєв)....",non_migrated,Sculptor born in Odesa who studied in Moscow (for study) and worked in Ukraine.
2081,Блєднов Святослав Михайлович,1952.0,с. Новомалинівка Широків. р-ну Дніпроп. обл.,живописець,"(20. 06. 1952, с. Новомалинівка Широків. р-ну Дніпроп. обл.) – живописець. Член НСХУ (1993). Закін. Криворіз. вечірню художню школу (1978). Від 1977 бере участь у міських, респ., міжнар. виставках. Персон....",non_migrated,Painter born in Dnipropetrovsk region who studied and worked in Ukraine.
2083,Близнюк Мирослав Миколайович,1970.0,м. Косів Івано-Франківської обл.,художник декоративно-ужиткового мистецтва,"(23. 08. 1970, м. Косів Івано-Франківської обл.) — художник декоративно-ужиткового мистецтва, краєзнавець. Член НСХУ (2005). Закінчив Прикарпатський інститут мистецтв Прикарпатського університету...",non_migrated,Applied arts artist born in Kosiv who studied and works in Ukraine.
2084,Близнюк Олександр Павлович,1948.0,"с. Володимирівка Ольгин. р-ну Сталін. обл., нині Волновас. р-ну Донец. обл.",мистецтвознавець,"(13. 09. 1948, с. Володимирівка Ольгин. р-ну Сталін. обл., нині Волновас. р-ну Донец. обл.) – мистецтвознавець. Член НСХУ (2002). Закін. Івано-Фр. пед. інститут (1972). Викладав у ПТУ смт Підволочиськ (Терноп....",non_migrated,Art scholar born in Donetsk region who studied in Ivano-Frankivsk and worked in Ukraine.
2085,Близнякова Надія Борисівна,1956.0,Запоріжжя,живописець,"(09. 02. 1956, Запоріжжя) – живописець, реставратор. Член НСХУ (1990). Закін. Київський художній інститут (1985; факультет реставрації, викл. А. Тищенко, А. Біляй). Працювала реставратором Запоріз. ХМ...",non_migrated,Painter born in Zaporizhzhia who studied in Kyiv and works in Ukraine.
2087,Блінов Віктор Олександрович,1946.0,"о-в Соловки Архангел. обл., РФ",художник,"(30. 04. 1946, о-в Соловки Архангел. обл., РФ) – художник. Член НСХУ (1987). Закін. Львів. інститут прикладного та декоративного мистецтва (1970; майстерня Д. Крвавича). Працював художником-оформлювачем в...",non_migrated,Artist born on Solovetsky Islands (Russia) who studied in Lviv and worked in Ukraine.
2088,Блінов В’ячеслав Костянтинович,1950.0,"с. Ялтуново Рязан. обл., РФ",диригент,"(25. 09. 1950, с. Ялтуново Рязан. обл., РФ) – диригент. Заслужений діяч мистецтв України (1992). Лауреат 1-го Всерос. конкурсу диригентів (1982). Шеф-диригент Македон. нац. симф. оркестру (1992). Закін....",non_migrated,Conductor born in Ryazan region (Russia) who studied in Ukraine and received Ukrainian honorary title; career in Ukraine despite one stint as chief conductor in Macedonia.
2090,Блінов Юрій Іванович,1948.0,"с. Дашково-Пісочне Рязан. обл., РФ",графік,"(13. 09. 1948, с. Дашково-Пісочне Рязан. обл., РФ) – графік. Кандидат психологічних наук (2000). Член НСХУ (1986). Закін. Харків. худож.-пром. інститут (1981; викл. В. Шевченко, О. Векленко). Викладав у Харків....",non_migrated,Graphic artist born in Ryazan region (Russia) who studied in Kharkiv and taught there; career in Ukraine.
2092,Блошенко Анатолій Михайлович,1938.0,"с. Калинове, нині Попаснян. р-ну Луган. обл.",художник мо­нументального мистецтва,"(26. 11. 1938, с. Калинове, нині Попаснян. р-ну Луган. обл.) – художник мо­нументального мистецтва, жи­вописець. Закін. Харків. худож.-пром. інститут (1970; викл. А. Константинопольський та В. Ненадо)....",non_migrated,Monumental artist born in Luhansk region who studied in Kharkiv and worked in Ukraine.
2093,Блощичак Мирон Степанович,1962.0,с. Підбірці Пустомитів. р-ну Львів. обл.,музикант,"(08. 02. 1962, с. Підбірці Пустомитів. р-ну Львів. обл.) – музикант. Закін. Львів. консерваторію (1989; кл. кларнету). Грає на укр. нар. духових інструментах. Брав участь у львів. ансамблях «Барвінок»...",non_migrated,Musician born in Lviv region who studied and plays in Lviv ensembles.
2094,Блувберг Зелік Григорович,1912.0,,графік,"(20. 06(03. 07). 1912, м. Балта, нині Одес. обл. – ?) – графік, живописець. Навч. в Одес. худож. училищі (1928–29; викл. Л. Мучник). Працював 1942–47 у Киргизії. Учасник ви­ставок від 1942. Автор картин «Присяга»...",non_migrated,Painter born in Balta (Odesa region) who worked in Kyrgyzstan during WWII then returned; career in Ukraine.
2095,Блудов Андрій Валентинович,1962.0,"с. Галенки Примор. краю, РФ",живописець,"(17. 03. 1962, с. Галенки Примор. краю, РФ) – живописець. Заслужений діяч мистецтв України (2017). Член НСХУ (1990). Лауреат бронз. медалі АМ СРСР (1990). Закін. Київ. ху­дож. інститут (1990; викл. В. Чебаник, Г....",non_migrated,Painter born in Primorsky Krai (Russia) who studied and worked in Kyiv; career in Ukraine.
2099,Боб’як Марія  Дмитрівна,1949.0,"с. Космач, нині Косів. р-ну Івано-Фр. обл.",дизайнер,"(10. 01. 1949, с. Космач, нині Косів. р-ну Івано-Фр. обл.) – дизайнер. Дочка К. Боб’як-Никорак. Член Спілки дизайнерів України (1990). Закін. Львів. інститут прикладного та декоративного мистецтва (1978)....",non_migrated,Designer born in Kosiv region who studied in Lviv and works in Ukraine.
2100,Бобак Мілан,1944.0,"с. Пихні Гумен. округу, Сх. Словаччина",український поет,"(28. 09. 1944, с. Пихні Гумен. округу, Сх. Словаччина) – український поет, перекладач і громадський діяч у Словаччині. Навч. у Київ. університеті (1968–69), закін. філос. факультет Університету П....",migrated,Described as Ukrainian poet in Slovakia; born in Slovakia and spent career there as poet and civic figure.
2102,Бобер Анатолій Миколайович,1961.0,м. Іллічівськ Одес. обл.,актор,"(04. 11. 1961, м. Іллічівськ Одес. обл.) – актор. Заслужений артист України (1999). Державна премія АР Крим (1999). Закін. Дніпроп. театр. училище (1982). Працював 1978– 86 у Дніпроп. ТЮГу ім. Ленін. комсомолу;...",non_migrated,Actor born in Illichivsk who studied in Dnipropetrovsk and worked in Ukrainian theatres.
2104,Бобик Василь Васильович,1962.0,с. Ошихліби Кіцман. р-ну Чернів. обл.,диригент,"(09. 02. 1962, с. Ошихліби Кіцман. р-ну Чернів. обл.) – диригент. Заслужений артист України (1999). Член Всеукр. муз. спілки (2002). Закін. Моск. консерваторію (1990; кл. В. Кочепасова). 1990–96 – керівник військ....",non_migrated,Conductor born in Chernivtsi region who studied in Moscow (for study) and has worked in Ukraine from 1990.
2109,Бобир Тетяна Олександрівна,1976.0,м. Ніжин Черніг. обл.,художник-монументаліст,"(29. 05. 1976, м. Ніжин Черніг. обл.) – художник-монументаліст. Закін. Київ. худож.-пром. технікум (1996) та Нац. академію образотвор. мистецтва та архітектури (2002; майстерня монум. живопису О. Кожекова)....",non_migrated,Monumental artist born in Nizhyn who studied and works in Kyiv; career in Ukraine.
2110,Бобишева Любов Володимирівна,1959.0,Запоріжжя,живописець,"(01. 01. 1959, Запоріжжя) – живописець, художник театру. Член НСХУ (1993). Закін. Інститут живопису, скульптури та архітектури в Ленінграді (1986; викл. Е. Кочергін). Від 1986 працювала на Крим. худож.-вироб....",non_migrated,Painter born in Zaporizhzhia who studied in Leningrad (for study) and worked in Ukraine.
2113,Бобошко Тамара Михайлівна,1937.0,Полтава,оперна співачка (мецо-сопрано),"(23. 04. 1937, Полтава) – оперна співачка (мецо-сопрано). Закін. Одес. консерваторію (1965; кл. вокалу О. Благовидової). 1965–74 – солістка Пермського, 1974–91 – Харків. театрів опери та балету. Б. мала...",non_migrated,Opera singer born in Poltava who worked at Perm (1965–74) then Kharkiv theatres; returned to Ukraine career.
2115,Бобрик Євген Валентинович,1950.0,Київ,живописець,"(17. 03. 1950, Київ) – живописець. Член НСХУ (1987). Закін. Київський художній інститут (1975; викл. Л. Чичкан, В. Гурін, І. Селівачов). Від 1975 працював в естамп. цеху Київ. комбінату монум.-декор. мистецтва...",non_migrated,Painter born and working in Kyiv; career in Ukraine.
