name,birth_year,death_year,migration_status,profession_raw,birth_location,gender,duration,event_observed,cohort,implausibly_alive,likely_post_soviet_emigrant
Богинський Леонід Федорович,1947.0,2007.0,non_migrated,художник декоративного мистецтва (художня кераміка),Київ,male,60.0,1,dead,False,False
Боголєпов Борис Валентинович,1914.0,1991.0,non_migrated,хоровий диригент,,male,77.0,1,dead,False,False
Боголюбов Микола Миколайович,1870.0,1951.0,internal_transfer,режисер,,male,81.0,1,dead,False,False
Богомаз Володимир Іванович,1946.0,2021.0,non_migrated,артист оперети (баритон),м. Ніжин Черніг. обл.,male,75.0,1,dead,False,False
Богомазов Олександр Костянтинович,1880.0,1930.0,non_migrated,живописець,,male,50.0,1,dead,False,False
Богомольний Наум Якович,1916.0,1972.0,non_migrated,графік,,male,56.0,1,dead,False,False
Богословський Євген Васильович,1874.0,1941.0,non_migrated,музикознавець,,male,67.0,1,dead,False,False
Богуславський Костянтин Євгенович,1895.0,1943.0,deported,композитор,,male,48.0,1,dead,False,False
Богуславський Олег Володимирович,1932.0,2004.0,non_migrated,художник декоративного мистецтва,Сімферополь,male,72.0,1,dead,False,False
Богуцький Мусій Кирилович,1920.0,1982.0,non_migrated,письменник,Одеса,male,62.0,1,dead,False,False
Богучаров Володимир Йосипович,1947.0,1999.0,non_migrated,баяніст і диригент,"х. Нижня Рєчка Волгогр. обл., РФ",male,52.0,1,dead,False,False
Бодак Ярослав Антонович,1934.0,2016.0,non_migrated,музикознавець,"с. Вапенне Краків. воєводства, Лемківщина, нині Польща",male,82.0,1,dead,False,False
Боданінський Усеїн Абдурефійович,1877.0,1938.0,deported,живописець,,male,61.0,1,dead,False,False
Бодаревський Микола Корнилович,1850.0,1921.0,internal_transfer,живописець,,male,71.0,1,dead,False,False
Бодик Лазар Зусьович,1903.0,1976.0,non_migrated,кінорежисер,"м. Лубни, нині Полтав. обл.",male,73.0,1,dead,False,False
Боднар Володимир,1915.0,2002.0,migrated,співак (баритон),"с. Нікловичі, нині Самбір. р-ну Львів. обл.",male,87.0,1,dead,False,False
Боднар Ілько,1921.0,1994.0,migrated,письменник,"с. Люта, нині Великоберезнян. р-ну Закарп. обл.",male,73.0,1,dead,False,False
Боднар Юрій Васильович,1955.0,2020.0,non_migrated,живописець,с. Довге Іршав. р-ну Закарп. обл.,male,65.0,1,dead,False,False
Боднарук Іван Лазарович,1903.0,1990.0,migrated,письменник,"с. Білявинці, нині Бучац. р-ну Терноп. обл.",male,87.0,1,dead,False,False
Боднарук Іван Петрович,1910.0,1977.0,non_migrated,архітектор,"с. Стопчатів, нині Косів. р-ну Івано-Фр. обл.",male,67.0,1,dead,False,False
Боднарук Любомир Мирославович,1938.0,2009.0,non_migrated,диригент-хормейстер,"м. Чортків, нині Терноп. обл.",male,71.0,1,dead,False,False
Боднарчук Іван Дмитрович,1914.0,1990.0,migrated,письменник,"с. Чернятин, нині Городенків. р-ну Івано-Фр. обл.",male,76.0,1,dead,False,False
Божаткін Михайло Іванович,1920.0,2010.0,non_migrated,прозаїк,"с. Дубровка, нині Твер. обл., РФ",male,90.0,1,dead,False,False
Божейко Володимира Іванівна,1897.0,1955.0,non_migrated,піаністка,"с. Рокитне, нині Яворів. р-ну Львів. обл.",female,58.0,1,dead,False,False
Божек Юлій Іванович,1915.0,1994.0,non_migrated,актор,,male,79.0,1,dead,False,False
Боженко Анатолій Іванович,1920.0,1998.0,non_migrated,письменник,Київ,male,78.0,1,dead,False,False
Божик Володимир Михайлович,1908.0,1991.0,migrated,хоровий диригент і співак,"м. Рава-Руська, нині Львів. обл.",male,83.0,1,dead,False,False
Божик Євгенія Дмитрівна,1936.0,2012.0,non_migrated,письменниця,"с. Лази Ярослав. пов., Польща",female,76.0,1,dead,False,False
Божій Михайло Михайлович,1911.0,1990.0,non_migrated,живописець,Миколаїв,male,79.0,1,dead,False,False
Божій Святослав Михайлович,1938.0,1999.0,non_migrated,живописець,Одеса,male,61.0,1,dead,False,False
Божко Антон Калістратович,1910.0,1980.0,non_migrated,скульптор,"с. Гнилиця, нині Великобурлуц. р-ну Харків. обл.",male,70.0,1,dead,False,False
Божко Володимир  Олександрович,1929.0,1997.0,non_migrated,режисер,"с. Магдалинівка, нині смт Дніпроп. обл.",male,68.0,1,dead,False,False
Божко Ніна Григорівна,1928.0,2021.0,non_migrated,живописець,Київ,female,93.0,1,dead,False,False
Божко Сава Захарович,1901.0,1947.0,non_migrated,прозаїк,,male,46.0,1,dead,False,False
Бойкиня Никифор Михайлович,1901.0,1998.0,internal_transfer,оперний співак (баритон),,male,97.0,1,dead,False,False
Бойко Іван Захарович,1908.0,1970.0,non_migrated,письменник,,male,62.0,1,dead,False,False
Бойко Леонід Сергійович,1928.0,2017.0,non_migrated,літературознавець і критик,"с. Городище, нині Нікопол. р-ну Дніпроп. обл.",male,89.0,1,dead,False,False
Бойко Михайло Іванович,1890.0,1954.0,non_migrated,оперний співак (драматичний тенор),Харків,male,64.0,1,dead,False,False
Бойко Петро  Прокопович,1918.0,1968.0,non_migrated,актор,"с. Улянівка, нині смт Білопіл. р-ну Сум. обл.",male,50.0,1,dead,False,False
Бойко Петро Тодосійович,1930.0,2020.0,non_migrated,церковний і культурний діяч,"с. Лопатин, нині Козятин. р-ну Вінн. обл.",male,90.0,1,dead,False,False
Бойко Анатолій В’ячеславович,1934.0,2022.0,non_migrated,співак (ліричний баритон),с. Новодніпровка Кам’янсько-Дніпров. р-ну Запоріз. обл.,male,88.0,1,dead,False,False
Бойко Анатолій Іванович,1945.0,2021.0,non_migrated,співак,м. Чугуїв Харків. обл.,male,76.0,1,dead,False,False
Бойко Богдан  Михайлович,1937.0,2000.0,non_migrated,прозаїк і публіцист,"с. Діброва, нині Рогатин. р-ну Івано-Фр. обл.",male,63.0,1,dead,False,False
Бойко Борис Михайлович,1950.0,2003.0,non_migrated,графік,"с. Бишів, нині Макарів. р-ну Київ. обл.",male,53.0,1,dead,False,False
Бойко Вадим Григорович,1951.0,2005.0,non_migrated,драматург,"м. Сталіно, нині Донецьк",male,54.0,1,dead,False,False
Бойко Вадим Якович,1926.0,2019.0,non_migrated,прозаїк,"с. Селезенівка, нині Сквир. р-ну Київ. обл.",male,93.0,1,dead,False,False
Бойко Владислав Федорович,1939.0,2015.0,non_migrated,поет-сатирик,,male,76.0,1,dead,False,False
Бойко Володимир Григорович,1929.0,2009.0,non_migrated,фольклорист і літературознавець,"с. Мар’янівка, нині Петрів. р-ну Кіровогр. обл.",male,80.0,1,dead,False,False
Бойко Володимир Єлисейович,1925.0,1987.0,non_migrated,скульптор,"с. Єрківці, нині Переяслав-Хмельн. р-ну Київ. обл.",male,62.0,1,dead,False,False
Бойко Володимир Іванович,1928.0,2006.0,non_migrated,співак (бас),"м. Прилуки, нині Черніг. обл.",male,78.0,1,dead,False,False
Бойко Грицько,1923.0,1978.0,non_migrated,поет,"с. Оленівка, нині смт Волновас. р-ну Донец. обл.",male,55.0,1,dead,False,False
Бойков В’ячеслав Григорович,1947.0,2012.0,non_migrated,піаніст,"м. Новозибков Брян. обл., РФ",male,65.0,1,dead,False,False
Бойчак Іван Яремович,1921.0,1972.0,non_migrated,літературознавець,"с. Піддубці, нині Славут. р-ну Хмельн. обл.",male,51.0,1,dead,False,False
Бойченко Валерій Петрович,1941.0,2011.0,non_migrated,поет,"с. Снігурівка, нині місто Микол. обл.",male,70.0,1,dead,False,False
Бойченко Віктор Федорович,1915.0,1966.0,non_migrated,живописець,,male,51.0,1,dead,False,False
Бойченко Іван Васильович,1896.0,1959.0,non_migrated,графік і живописець,"с. Кобилки, нині Курської обл., РФ",male,63.0,1,dead,False,False
Бойченко Петро  Павлович,1880.0,1936.0,internal_transfer,диригент і композитор,Миколаїв,male,56.0,1,dead,False,False
Бойчук Богдан Миколайович,1927.0,2017.0,migrated,український письменник,"с. Бертники, нині Монастир. р-ну Терноп. обл.",male,90.0,1,dead,False,False
Бокоч Василь Андрійович,1945.0,2024.0,non_migrated,співак (баритон),"с. Вільхівці, нині Тячів. р-ну Закарп. обл.",male,79.0,1,dead,False,False
Бокшай Йосип Йосипович,1891.0,1975.0,non_migrated,живописець,"с. Кобилецька Поляна, нині смт Рахів. р-ну Закарп. обл.",male,84.0,1,dead,False,False
Бокшай Йосип Йосипович,1930.0,2002.0,non_migrated,художник,Ужгород,male,72.0,1,dead,False,False
Бокшай Іоан Бертолонович,1874.0,1940.0,non_migrated,композитор,"м. Хуст, нині Закарп. обл.",male,66.0,1,dead,False,False
Болгарин Ігор Якович,1929.0,2024.0,internal_transfer,кінодраматург,"с. Донузлав, нині с. Красноярське Чорномор. р-ну, АР Крим",male,95.0,1,dead,False,False
Болгарський Анатолій Георгійович,1941.0,2021.0,non_migrated,хоровий диригент,"м. Нальчик, Кабардино-Балкар. АР, РФ",male,80.0,1,dead,False,False
Болдирев Володимир Степанович,1911.0,1993.0,non_migrated,живописець,,male,82.0,1,dead,False,False
Болдирева Євдокія  Гаврилівна,1916.0,2016.0,non_migrated,живописець,,female,100.0,1,dead,False,False
Болдуман Михайло  Пантелеймонович,1898.0,1983.0,internal_transfer,актор,,male,85.0,1,dead,False,False
Болобан Леонід  Вітович,1893.0,1979.0,non_migrated,актор,,male,86.0,1,dead,False,False
Большак Василь Григорович,1922.0,1988.0,non_migrated,письменник,"с. Безуглівка, нині Згурів. р-ну Київ. обл.",male,66.0,1,dead,False,False
Большаков Леонід  Наумович,1924.0,2004.0,internal_transfer,літературознавець,"м. Сновськ, нині м. Щорс Черніг обл.",male,80.0,1,dead,False,False
Большаков Микола  Аркадійович,1874.0,1958.0,internal_transfer,співак (тенор),,male,84.0,1,dead,False,False
Болюх Роман Іванович,1930.0,2014.0,non_migrated,поет,"с. Мотрунки Красилів. р-ну, нині Хмельн. обл.",male,84.0,1,dead,False,False
Боляков Дмитро Леонідович,1954.0,2021.0,non_migrated,живописець,"м. Ак-Булак Оренбур. обл., РФ",male,67.0,1,dead,False,False
Боначич Антон Петрович,1878.0,1933.0,internal_transfer,співак (баритон,,male,55.0,1,dead,False,False
Бонгарт Сергій,1918.0,1985.0,migrated,живописець,Київ,male,67.0,1,dead,False,False
Бондар Валерій  Євгенович,1956.0,2012.0,non_migrated,графік,с. Мельниця-Подільська Борщів. р-ну Терноп. обл.,male,56.0,1,dead,False,False
Бондар Василь Трохимович,1923.0,1969.0,non_migrated,письменник,"с. Бурбине, нині Семенів, р-ну Полтав. обл.",male,46.0,1,dead,False,False
Бондар Іван Севастянович,1919.0,1993.0,non_migrated,актор,"с. Купин, нині Городоцького р-ну Хмельн. обл.",male,74.0,1,dead,False,False
Бондар Леонід Іванович,1938.0,2013.0,non_migrated,живописець,м. Павлоград Дніпроп. обл.,male,75.0,1,dead,False,False
Бондар Микола Олександрович,1942.0,2024.0,non_migrated,живописець,с. Липівка Томашпіл. р-ну Вінн. обл.,male,82.0,1,dead,False,False
Бондар Пилип  Мусійович,1911.0,1997.0,non_migrated,скульптор,,male,86.0,1,dead,False,False
Бондар Сергій Михайлович,1912.0,1991.0,internal_transfer,живописець,"с. Вільшана, нині Ічнян. р-ну Черніг. обл.",male,79.0,1,dead,False,False
Бондар-Білгородський Андрій  Ісакович,1910.0,1987.0,non_migrated,актор,,male,77.0,1,dead,False,False
Бондаревська Фаїна  Ізраїлівна,1876.0,1947.0,non_migrated,художниця,,female,71.0,1,dead,False,False
Бондаренко Альберт  Васильович,1930.0,1987.0,non_migrated,режисер,"м. Сталіно, нині Донецьк",male,57.0,1,dead,False,False
Бондаренко Володимир  Іванович,1906.0,1980.0,non_migrated,живописець,,male,74.0,1,dead,False,False
Бондаренко Григорій  Антонович,1892.0,1969.0,non_migrated,графік,,male,77.0,1,dead,False,False
Бондаренко Данило  Тихонович,1899.0,1971.0,internal_transfer,режисер,(12. 01. 1900,male,72.0,1,dead,False,False
Бондаренко Євген  Васильович,1905.0,1977.0,non_migrated,актор,,male,72.0,1,dead,False,False
Бондаренко Іван Мефодійович,1890.0,1930.0,non_migrated,художник,,male,40.0,1,dead,False,False
Бондаренко Леонід  Іванович,1932.0,2015.0,non_migrated,живописець,"с. Вознесенське Ростов, обл., РФ",male,83.0,1,dead,False,False
Бондаренко Марфа  Сидорівна,1892.0,1970.0,non_migrated,поетеса,,female,78.0,1,dead,False,False
Бондаренко Микола  Гнатович,1913.0,1999.0,non_migrated,живописець,(02. 01. 1914,male,86.0,1,dead,False,False
Бондаренко Микола  Михайлович,1949.0,2023.0,non_migrated,графік,с. Дмитрівка Бурин. р-ну Сум. обл.,male,74.0,1,dead,False,False
Бондаренко Микола  Никифорович,1924.0,1983.0,non_migrated,живописець,"м. Маріуполь, нині Донец. обл.",male,59.0,1,dead,False,False
Бондаренко Михайло  Іванович,1926.0,2019.0,non_migrated,актор,"с. Деркачі, нині м. Дергачі Харків. обл.",male,93.0,1,dead,False,False
Бондаренко Олександр  Вікторович,1960.0,2013.0,non_migrated,актор,Київ,male,53.0,1,dead,False,False
Бондаренко Павло  Іванович,1917.0,1992.0,internal_transfer,скульптор,,male,75.0,1,dead,False,False
Бондаренко Петро  Кузьмич,1915.0,1992.0,non_migrated,живописець,,male,77.0,1,dead,False,False
Бондаренко Світлана  Володимирівна,1935.0,1996.0,non_migrated,живописець,Київ,female,61.0,1,dead,False,False
Бондаренко Семен  Костянтинович,1930.0,1995.0,non_migrated,живописець,"с. Олексіївка Воронез. обл., РФ",male,65.0,1,dead,False,False
Бондарович Анатолій  Мартинович,1892.0,1975.0,non_migrated,живописець і графік,,male,83.0,1,dead,False,False
Бондарчук Андрій  Захарович,1918.0,2001.0,non_migrated,прозаїк,"с. Макарівка, нині Попільнян. р-ну Житомир. обл.",male,83.0,1,dead,False,False
Бондарчук Петро  Федотович,1936.0,2021.0,non_migrated,письменник,"с. Талалаївка, нині у складі с. Василівка Іллінец. р-ну Вінн. обл.",male,85.0,1,dead,False,False
Бондарчук Сергій  Федорович,1920.0,1994.0,internal_transfer,актор і режисер кіно,"с. Білозерка, нині селище Херсонської обл.",male,74.0,1,dead,False,False
Бондарчук Степан Корнійович,1886.0,1970.0,non_migrated,актор,,male,84.0,1,dead,False,False
Бонч-Осмоловський Микола  Георгійович,1883.0,1968.0,internal_transfer,живописець,,male,85.0,1,dead,False,False
Боня Григорій  Васильович,1918.0,1989.0,non_migrated,живописець,"м. Градизьк, нині смт Кременчуц. р-ну Полтав. обл.",male,71.0,1,dead,False,False
Борачок Маріян  Юліанович,1912.0,1993.0,migrated,живописець,"с. Ілавче, нині Теребовлян. р-ну Терноп. обл.",male,81.0,1,dead,False,False
Борачок Северин  Юліанович,1898.0,1975.0,migrated,живописець,"с. Сороцьке, нині Теребовлян. р-ну Терноп. обл.",male,77.0,1,dead,False,False
Бордаков Юрій  Вікторович,1946.0,2024.0,non_migrated,кінооператор,Ужгород,male,78.0,1,dead,False,False
Борейко Сергій Миколайович,1912.0,1988.0,non_migrated,живописець,"м. Шумськ, нині смт Терноп. обл.",male,76.0,1,dead,False,False
Боржавин Василь  Андрійович,1922.0,2010.0,non_migrated,письменник,,male,88.0,1,dead,False,False
Борзенко Сергій Олександрович,1909.0,1972.0,internal_transfer,письменник,,male,63.0,1,dead,False,False
Борзяк Дмитро Семенович,1897.0,1939.0,deported,письменник,,male,42.0,1,dead,False,False
Бориков Петро Лазарович,1890.0,1972.0,non_migrated,актор,"ст. Каменська, нині м. Каменськ-Шахтинський Ростов. обл., РФ",male,82.0,1,dead,False,False
Боримчук Михайло Петрович,1926.0,2013.0,non_migrated,живописець,"ст. Попільня, нині смт Житомир. обл.",male,87.0,1,dead,False,False
Борисанов Василь  Тихонович,1912.0,1981.0,non_migrated,художник-скульптор,,male,69.0,1,dead,False,False
Борисенко Олексій Григорович,1868.0,1941.0,internal_transfer,співак (тенор),Область Війська Донського,male,73.0,1,dead,False,False
Борисенко Павло Федорович,1905.0,1993.0,non_migrated,художник,,male,88.0,1,dead,False,False
Борисенко Валентин  Назарович,1929.0,1990.0,non_migrated,скульптор,"с. Озеряни, нині Бобровиц. р-ну Черніг. обл.",male,61.0,1,dead,False,False
Борисенко Віра (Вероніка) Іванівна,1918.0,1995.0,internal_transfer,співачка (мецо-сопрано),"с. Большиє Нємки, нині Гомел. обл., Білорусь",female,77.0,1,dead,False,False
Борисенко Володимир Семенович,1925.0,2005.0,non_migrated,актор,"смт Картушине, нині Пролетарське Луган. обл.",male,80.0,1,dead,False,False
Борисов Борис Петрович,1931.0,1986.0,non_migrated,художник-оформлювач,"м. Сєров Свердлов. обл., РФ",male,55.0,1,dead,False,False
Борисов Валентин Тихонович,1901.0,1988.0,non_migrated,композитор,,male,87.0,1,dead,False,False
Борисов Олег Іванович,1929.0,1994.0,internal_transfer,актор,,male,65.0,1,dead,False,False
Борисов Олександр Тимофійович,1927.0,2017.0,internal_transfer,художник кіно,"с. Мала Кам’янка Ростов. обл., РФ",male,90.0,1,dead,False,False
Борисовець Валентин Павлович,1910.0,1979.0,non_migrated,художник театру,,male,69.0,1,dead,False,False
Борисюк Костянтин Володимирович,1949.0,2025.0,non_migrated,живописець,с. Городище Луцького р-ну Волинської обл.,male,76.0,1,dead,False,False
Борисяк Андрій Олексійович,1885.0,1962.0,internal_transfer,віолончеліст,,male,77.0,1,dead,False,False
Борищенко Віктор Петрович,1914.0,1996.0,non_migrated,оперний співак (ліричний тенор),,male,82.0,1,dead,False,False
Борін Борис Абрамович,1899.0,1965.0,non_migrated,режисер,,male,66.0,1,dead,False,False
Борковський Олександр Михайлович,1843.0,1921.0,non_migrated,публіцист,"с. Загутин біля Сянока, нині Жешув. воєводство, Польща",male,78.0,1,dead,False,False
Борматов Сергій Іванович,1919.0,1987.0,non_migrated,співак (баритон),"м. Вишній Волочок, нині Твер. обл., РФ",male,68.0,1,dead,False,False
Боровий Василь Іванович,1923.0,2014.0,non_migrated,поет,Харкiв,male,91.0,1,dead,False,False
Боровик Віталій Гаврилович,1864.0,1937.0,deported,публіцист,,male,73.0,1,dead,False,False
Боровик Леонід Леонідович,1891.0,1942.0,internal_transfer,актор і художник театру,Баку,male,51.0,1,dead,False,False
Боровиков Олександр Якович,1931.0,2021.0,internal_transfer,графік,"с. Озьорне-Кузнецово Алтай. краю, РФ",male,90.0,1,dead,False,False
Боровський Микола Степанович,1930.0,1988.0,non_migrated,живописець,"м. Новогеоргіївськ, нині затопл. водами Кременчуц. водосховища",male,58.0,1,dead,False,False
Боровський-Бродський Давид Львович,1934.0,2006.0,migrated,художник театру,Одеса,male,72.0,1,dead,False,False
Бородай Василь  Захарович,1917.0,2010.0,non_migrated,скульптор,,male,93.0,1,dead,False,False
Бородай Галина  Василівна,1949.0,1980.0,non_migrated,живописець,Київ,female,31.0,1,dead,False,False
Бородай Юлія  Олександрівна,1974.0,2012.0,non_migrated,художник декоративно-ужиткового мистецтва,Дніпропетровськ,female,38.0,1,dead,False,False
Бородін Василь  Степанович,1930.0,2011.0,non_migrated,літературознавець,"с. Прилепи, нині Курської обл., РФ",male,81.0,1,dead,False,False
Боролич Юрій  Юрійович,1921.0,1973.0,migrated,письменник,"с. Великий Березний, нині смт Закарп. обл.",male,52.0,1,dead,False,False
Борота Віктор  Степанович,1936.0,2022.0,non_migrated,письменник,"с. Старогнатівка Тельманів. р-ну Сталін., нині Донец. обл.",male,86.0,1,dead,False,False
Борсук Олександр  Федорович,1958.0,2023.0,non_migrated,актор,с. Гільці Чорнухин. р-ну Полтав. обл.,male,65.0,1,dead,False,False
Борткевич Сергій  Едуардович,1877.0,1952.0,migrated,композитор,,male,75.0,1,dead,False,False
Бортко Володимир  Володимирович,1924.0,1983.0,non_migrated,режисер,"м. Курськ, РФ",male,59.0,1,dead,False,False
Бортников Микола  Федорович,1916.0,1997.0,non_migrated,живописець,,male,81.0,1,dead,False,False
Бортнікер Давид  Іванович,1867.0,1925.0,internal_transfer,живописець,,male,58.0,1,dead,False,False
Бортняк Анатолій  Агафонович,1938.0,2009.0,non_migrated,поет,с. Олександрівка Тростянец. р-ну Вінн. обл.,male,71.0,1,dead,False,False
Боршош-Кум’ятський Юлій  Васильович,1905.0,1978.0,non_migrated,поет,"с. Великі Ком’яти, нині Виноградів. р-ну Закарп. обл.",male,73.0,1,dead,False,False
Борщ Андрій  Тимофійович,1908.0,1993.0,non_migrated,мовознавець-романіст,"м-ко Григоріополь Тираспол. пов. Херсон. губ., нині Молдова",male,85.0,1,dead,False,False
Борщаговський Олександр  Михайлович,1913.0,2006.0,internal_transfer,письменник,,male,93.0,1,dead,False,False
Борщевський Василь  Митрофанович,1909.0,1992.0,non_migrated,літературознавець,,male,83.0,1,dead,False,False
Борщов Дмитро  Васильович,1924.0,2008.0,non_migrated,актор,"с. Курячi Лози, нині Кривоозер. р-ну Микол. обл.",male,84.0,1,dead,False,False
Босак Микола  Володимирович,1948.0,2018.0,non_migrated,письменник,"с. Підставки Гельмязів. р-ну Полтав. обл., нині Золотоніс. р-ну Черкас. обл.",male,70.0,1,dead,False,False
Босович Василь  Васильович,1942.0,2021.0,non_migrated,драматург,"м. Станіслав, нині Івано-Франківськ",male,79.0,1,dead,False,False
Боссе Гуальтьєр  Антонович,1877.0,1953.0,internal_transfer,оперний і камерний співак (бас),,male,76.0,1,dead,False,False
Бостан Григорій  Костянтинович,1940.0,2004.0,internal_transfer,письменник,"с. Буденець, нині Сторожинец. р-ну Чернів. обл.",male,64.0,1,dead,False,False
Бострем Георгій  Едуардович,1884.0,1977.0,non_migrated,живописець,(06. 01. 1885,male,93.0,1,dead,False,False
Босулаєв Анатолій  Федотович,1904.0,1964.0,internal_transfer,художник театру та кіно,,male,60.0,1,dead,False,False
Ботвинов Іван  Дмитрович,1917.0,1980.0,internal_transfer,композитор,,male,63.0,1,dead,False,False
Ботушанська Домка  Сидорівна,1912.0,1994.0,non_migrated,поетеса,"с. Глибока, нині смт Чернів. обл.",female,82.0,1,dead,False,False
Ботько Іван  Іванович,1914.0,1990.0,non_migrated,графік,Нью-Йорк,male,76.0,1,dead,False,False
Боублік Карел,1868.0,1925.0,non_migrated,архітектор,"м. Колінец побл. м. Пльзень, Чехія",male,57.0,1,dead,False,False
Бохенська Євгенія  Іванівна,1867.0,1944.0,non_migrated,письменниця,"с. Красносільці, нині Збараз. р-ну Терноп. обл.",female,77.0,1,dead,False,False
Бохина Марія,1922.0,2002.0,non_migrated,громадсько-культурна діячка,"с. Чертіжне Меджилабор. округу, нині Словаччина",female,80.0,1,dead,False,False
Боцюн Павло  Львович,1893.0,1955.0,internal_transfer,хоровий диригент,"м. Лубни, нині Полтав. обл.",male,62.0,1,dead,False,False
Бочаров Данило  Никифорович,1910.0,2002.0,non_migrated,художник театру,"станиця Луганська, нині смт Станично-Луганське Луган. обл.",male,92.0,1,dead,False,False
Бочаров Михайло  Васильович,1872.0,1936.0,internal_transfer,співак (баритон),,male,64.0,1,dead,False,False
Бочаров Юрій  Петрович,1926.0,2023.0,internal_transfer,архітектор,Харків,male,97.0,1,dead,False,False
Бочкарьов Михайло  Якович,1922.0,2001.0,non_migrated,художник декоративно-ужиткового мистецтва,"м. Фрунзе, нині Бішкек",male,79.0,1,dead,False,False
Боянжу Марк  Оз’ясович,1929.0,1995.0,non_migrated,поет,Херсон,male,66.0,1,dead,False,False
Боярська Людмила  Данилівна,1939.0,2016.0,non_migrated,художник театру,"м. Борисоглєбськ Воронез. обл., РФ",female,77.0,1,dead,False,False
Боярський Анатолій Олександрович,1932.0,2021.0,migrated,композитор,Харків,male,89.0,1,dead,False,False
Боярунець Юрій  Олексійович,1953.0,2021.0,non_migrated,поет,"м. Шепетівка Кам’янець-Поділ., нині Хмельн. обл.",male,68.0,1,dead,False,False
Брагін Олександр  Михайлович,1881.0,1955.0,internal_transfer,оперний співак (баритон),,male,74.0,1,dead,False,False
Брагінський Лев  Мойсейович,1896.0,1953.0,internal_transfer,диригент,,male,57.0,1,dead,False,False
Браз Йосип  Еммануїлович,1873.0,1936.0,migrated,живописець,,male,63.0,1,dead,False,False
Браїлов Рюрик Іванович,1939.0,2002.0,non_migrated,графік,с. Баратівка Снігурів. р-ну Микол. обл.,male,63.0,1,dead,False,False
Браїловський Леонід  Михайлович,1867.0,1937.0,migrated,живописець,,male,70.0,1,dead,False,False
Браїловський Олександр  Петрович,1896.0,1975.0,migrated,піаніст,Київ,male,79.0,1,dead,False,False
Браславський Володимир  Григорович,1927.0,1990.0,internal_transfer,актор,Київ,male,63.0,1,dead,False,False
Брасюк Гордій  Іванович,1899.0,1942.0,internal_transfer,письменник,,male,43.0,1,dead,False,False
Братан Микола  Іванович,1935.0,2010.0,non_migrated,поет,"с. Семенівка, нині Кахов. р-ну Херсон. обл.",male,75.0,1,dead,False,False
Братерський Микола  Феліксович,1898.0,1956.0,non_migrated,актор,,male,58.0,1,dead,False,False
Братерський Тарас  Миколайович,1926.0,2011.0,non_migrated,скульптор,Харків,male,85.0,1,dead,False,False
Братківський Роман,1869.0,1954.0,migrated,живописець,Львів,male,85.0,1,dead,False,False
Братко Богдан Мартинович,1941.0,2022.0,non_migrated,актор,"с. Пониква, нині Золочівського р-ну Львівської обл.",male,81.0,1,dead,False,False
Братунь Ростислав  Андрійович,1927.0,1995.0,non_migrated,поет і громадський діяч,"м. Любомль, нині Волин. обл.",male,68.0,1,dead,False,False
Братченко Леонід  Сергійович,1923.0,2004.0,non_migrated,художник театру,Одеса,male,81.0,1,dead,False,False
Браун Володимир  Олександрович,1896.0,1957.0,non_migrated,кінорежисер,,male,61.0,1,dead,False,False
Брацило Марина  Анатоліївна,1976.0,2013.0,non_migrated,поетеса,Запоріжжя,female,37.0,1,dead,False,False
Бращайко Михайло  Михайлович,1883.0,1969.0,non_migrated,громадсько-політичний і культурний діяч,"с. Блажієве Березького комітату, нині с. Балажер Берегів. р-ну Закарп. обл.",male,86.0,1,dead,False,False
Бревда Йосип  Ізраїльович,1880.0,1964.0,internal_transfer,живописець,,male,84.0,1,dead,False,False
Брежньов Геннадій  Іванович,1913.0,1953.0,internal_transfer,поет,,male,40.0,1,dead,False,False
Брезицький Віктор  Якович,1910.0,1977.0,non_migrated,публіцист,,male,67.0,1,dead,False,False
Бретаницький Семен Леонтійович,1886.0,1963.0,internal_transfer,скрипаль,,male,77.0,1,dead,False,False
Бретаницький Леонід Семенович,1914.0,1979.0,internal_transfer,мистецтвознавець,,male,65.0,1,dead,False,False
Брешко-Брешковський Микола  Миколайович,1874.0,1943.0,migrated,письменник,,male,69.0,1,dead,False,False
Бригін Микита  Олексійович,1927.0,1985.0,non_migrated,письменник,"м. Вологда, РФ",male,58.0,1,dead,False,False
Бриж Теодозія  Марківна,1929.0,1999.0,non_migrated,скульптор,"с. Бережниця, нині Дубровиц. р-ну Рівнен. обл.",female,70.0,1,dead,False,False
Брижань Сергій  Миколайович,1956.0,2021.0,non_migrated,актор,смт Ситківці Немирів. р-ну Вінн. обл.,male,65.0,1,dead,False,False
Брижаха Олександр  Прокопович,1896.0,1938.0,deported,хоровий диригент,,male,42.0,1,dead,False,False
Бризгун-Шатна Леся,1920.0,2011.0,migrated,письменниця,с. Загані побл. Братислави,female,91.0,1,dead,False,False
Брик Михайло,1922.0,1980.0,migrated,письменник,"с. Дев’ятники, нині Жидачів. р-ну Львів. обл.",male,58.0,1,dead,False,False
Брик Олексій  Григорович,1935.0,2024.0,non_migrated,письменник,с. Кузьминці Гайсин. р-ну Вінн. обл.,male,89.0,1,dead,False,False
Брикін Степан  Васильович,1861.0,1912.0,non_migrated,співак (баритон),(08. 01. 1862,male,51.0,1,dead,False,False
Брикулець Віктор  Михайлович,1924.0,2022.0,non_migrated,живописець,"с. Марківці, нині Деражнян. р-ну Хмельн. обл.",male,98.0,1,dead,False,False
